country_id_alp3,year,value
dnk,1988,115552846617
dnk,1989,112409222183
dnk,1990,138247285816
dnk,1991,139224688814
dnk,1992,152915654479
dnk,1993,143195627015
dnk,1994,156162386725
dnk,1995,185006881515
dnk,1996,187632346388
dnk,1997,173537647059
dnk,1998,176991934993
dnk,1999,177965188355
dnk,2000,164158739098
dnk,2001,164791442543
dnk,2002,178635163717
dnk,2003,218096033517
dnk,2004,251373002954
dnk,2005,264467336457
dnk,2006,282884947703
dnk,2007,319423424509
dnk,2008,353361038818
dnk,2009,321241303699
dnk,2010,321995279402
dnk,2011,344003137611
dnk,2012,327148943812
dnk,2013,343584391648
dnk,2014,352993631618
dnk,2015,302673070847
dnk,2016,313115929314
dnk,2017,332121063806
dnk,2018,356841216410
dnk,2019,347561349211
dnk,2020,356084867686
dom,1960,672399700
dom,1961,654100200
dom,1962,824100000
dom,1963,940799900
dom,1964,1025599900
dom,1965,888100000
dom,1966,983900000
dom,1967,1034800000
dom,1968,1079100000
dom,1969,1230500000
dom,1970,1485500000
dom,1971,1666500000
dom,1972,1987400000
dom,1973,2344800000
dom,1974,2925700000
dom,1975,3599200000
dom,1976,3951500000
dom,1977,4587100000
dom,1978,4734400000
dom,1979,5498800000
dom,1980,6761300000
dom,1981,7561300000
dom,1982,8267400000
dom,1983,9220600000
dom,1984,11594000000
dom,1985,5044592945
dom,1986,6122198120
dom,1987,5826987099
dom,1988,5374314928
dom,1989,6686593060
dom,1990,7073675545
dom,1991,9824498183
dom,1992,11605382504
dom,1993,13081042400
dom,1994,14644711385
dom,1995,16637370839
dom,1996,18241691857
dom,1997,20017480055
dom,1998,21672231761
dom,1999,22136621337
dom,2000,24305717542
dom,2001,25601765401
dom,2002,27137508657
dom,2003,21403167848
dom,2004,22322395368
dom,2005,35777570136
dom,2006,37879869898
dom,2007,43965420072
dom,2008,48122547177
dom,2009,48261033298
dom,2010,53860175556
dom,2011,58029750746
dom,2012,60681537196
dom,2013,62682163837
dom,2014,67179914027
dom,2015,71164825257
dom,2016,75704720190
dom,2017,79997975622
dom,2018,85555378043
dom,2019,88941299734
dom,2020,78844702329
dza,1960,2723593385
dza,1961,2434727330
dza,1962,2001428328
dza,1963,2702960118
dza,1964,2909292864
dza,1965,3136258897
dza,1966,3039834559
dza,1967,3370843066
dza,1968,3852115817
dza,1969,4257218772
dza,1970,4863487493
dza,1971,5077222367
dza,1972,6766766611
dza,1973,8707847924
dza,1974,13210029612
dza,1975,15557934268
dza,1976,17728347375
dza,1977,20971901273
dza,1978,26364491313
dza,1979,33243422158
dza,1980,42346380831
dza,1981,44348672668
dza,1982,45207088716
dza,1983,48801369800
dza,1984,53698278906
dza,1985,57937868670
dza,1986,63692238160
dza,1987,66746396416
dza,1988,59089067187
dza,1989,55634414465
dza,1990,62048562947
dza,1991,45715614560
dza,1992,48003078389
dza,1993,49945599429
dza,1994,42543178042
dza,1995,41764315330
dza,1996,46941582519
dza,1997,48177612042
dza,1998,48187747529
dza,1999,48640653469
dza,2000,54790392746
dza,2001,54744712815
dza,2002,56760355865
dza,2003,67863828413
dza,2004,85332581189
dza,2005,103198223709
dza,2006,117027307541
dza,2007,134977082624
dza,2008,171000699877
dza,2009,137211035770
dza,2010,161207270185
dza,2011,200013052199
dza,2012,209058991952
dza,2013,209755003251
dza,2014,213810024944
dza,2015,165979279263
dza,2016,160034163871
dza,2017,170097014589
dza,2018,174910878623
dza,2019,171767403748
dza,2020,145009181491
ecu,1960,2069465326
ecu,1961,1753850417
ecu,1962,1518208221
ecu,1963,1824344492
ecu,1964,2244146868
ecu,1965,2387048255
ecu,1966,2429309514
ecu,1967,2553596092
ecu,1968,2582180794
ecu,1969,3112166848
ecu,1970,2862504170
ecu,1971,2754220263
ecu,1972,3185987235
ecu,1973,3891755552
ecu,1974,6599259421
ecu,1975,7731677257
ecu,1976,9091924305
ecu,1977,11026346590
ecu,1978,11922502171
ecu,1979,14175166008
ecu,1980,17881514683
ecu,1981,21810767209
ecu,1982,19929853575
ecu,1983,17152483214
ecu,1984,16912515183
ecu,1985,17149094590
ecu,1986,15314143988
ecu,1987,13945431882
ecu,1988,13051886552
ecu,1989,13890828708
ecu,1990,15239278100
ecu,1991,16988535268
ecu,1992,18094238119
ecu,1993,18938717359
ecu,1994,22708673337
ecu,1995,24432884442
ecu,1996,25226393197
ecu,1997,28162053027
ecu,1998,27981896948
ecu,1999,19645272636
ecu,2000,18327764882
ecu,2001,24468324000
ecu,2002,28548945000
ecu,2003,32432858000
ecu,2004,36591661000
ecu,2005,41507085000
ecu,2006,46802044000
ecu,2007,51007777000
ecu,2008,61762635000
ecu,2009,62519686000
ecu,2010,69555367000
ecu,2011,79276664000
ecu,2012,87924544000
ecu,2013,95129659000
ecu,2014,101726331000
ecu,2015,99290381000
ecu,2016,99937696000
ecu,2017,104295862000
ecu,2018,107562008000
ecu,2019,108108009000
ecu,2020,98808010000
egy,1965,4948667540
egy,1966,5278005612
egy,1967,5605484299
egy,1968,5932242991
egy,1969,6524455206
egy,1970,8042200452
egy,1971,8609283346
egy,1972,9299638056
egy,1973,10098534613
egy,1974,9228963225
egy,1975,11632178869
egy,1976,13315988083
egy,1977,14400806876
egy,1978,14811704063
egy,1979,18020571429
egy,1980,21669908177
egy,1981,22136081081
egy,1982,27655172414
egy,1983,30966239814
egy,1984,33971188992
egy,1985,39053502251
egy,1986,41253507951
egy,1987,40455616654
egy,1988,34980124929
egy,1989,39756299050
egy,1990,42978914311
egy,1991,37387836491
egy,1992,41855986519
egy,1993,46578631453
egy,1994,51897983393
egy,1995,60159245060
egy,1996,67629716981
egy,1997,78436578171
egy,1998,84828807556
egy,1999,90710704807
egy,2000,99838543960
egy,2001,96684636119
egy,2002,85146067416
egy,2003,80288461538
egy,2004,78782467532
egy,2005,89600665557
egy,2006,107426086957
egy,2007,130437828371
egy,2008,162818181818
egy,2009,189147005445
egy,2010,218983666062
egy,2011,235989672978
egy,2012,279116666667
egy,2013,288434108527
egy,2014,305595408895
egy,2015,329366576819
egy,2016,332441717791
egy,2017,235733695652
egy,2018,249712999437
egy,2019,303080865604
egy,2020,365252651279
eri,1992,477101652
eri,1993,467872715
eri,1994,531688312
eri,1995,578015625
eri,1996,693535954
eri,1997,686490090
eri,1998,745526155
eri,1999,688921326
eri,2000,706370816
eri,2001,752368496
eri,2002,729321367
eri,2003,870247703
eri,2004,1109054005
eri,2005,1098425901
eri,2006,1211161880
eri,2007,1317974491
eri,2008,1380188800
eri,2009,1856695551
eri,2010,1589515447
eri,2011,2065001626
esp,1960,12072126075
esp,1961,13834300571
esp,1962,16138545209
esp,1963,19074913948
esp,1964,21343844644
esp,1965,24756958695
esp,1966,28721062242
esp,1967,31647119228
esp,1968,31475548481
esp,1969,36038711600
esp,1970,40992995008
esp,1971,46619420359
esp,1972,59132415221
esp,1973,78639525985
esp,1974,97274006346
esp,1975,114777046377
esp,1976,118507184780
esp,1977,132449277108
esp,1978,160599687500
esp,1979,214601955875
esp,1980,232766822929
esp,1981,202807891512
esp,1982,195996754506
esp,1983,170951185615
esp,1984,172102910371
esp,1985,180793463796
esp,1986,251321075205
esp,1987,318747935588
esp,1988,376160409941
esp,1989,414757056922
esp,1990,536558591250
esp,1991,577166174540
esp,1992,630916018203
esp,1993,525075636031
esp,1994,530562634455
esp,1995,614609020550
esp,1996,642588992513
esp,1997,590077272727
esp,1998,619214834614
esp,1999,634693160026
esp,2000,596877648793
esp,2001,627286800895
esp,2002,705394315829
esp,2003,905492099323
esp,2004,1067093369754
esp,2005,1153285660987
esp,2006,1259343871534
esp,2007,1472131125103
esp,2008,1625224842537
esp,2009,1485583495415
esp,2010,1420722034063
esp,2011,1478772824224
esp,2012,1324820091195
esp,2013,1354757433213
esp,2014,1369398844600
esp,2015,1195119269972
esp,2016,1232076017362
esp,2017,1309297246509
esp,2018,1420300232664
esp,2019,1393046093137
esp,2020,1281484640044
est,1995,4502970889
est,1996,4786018988
est,1997,5154420649
est,1998,5674080543
est,1999,5756912266
est,2000,5686579748
est,2001,6254649539
est,2002,7367975888
est,2003,9874013098
est,2004,12145911801
est,2005,14106790200
est,2006,17022870405
est,2007,22449129483
est,2008,24341678629
est,2009,19633031398
est,2010,19523477326
est,2011,23183616046
est,2012,23020466785
est,2013,25108615092
est,2014,26598657881
est,2015,22881558192
est,2016,24056487771
est,2017,26857880622
est,2018,30474612057
est,2019,31045591753
est,2020,30650285472
eth,1981,7324903188
eth,1982,7707678019
eth,1983,8567890821
eth,1984,8096302367
eth,1985,9480840483
eth,1986,9848600870
eth,1987,10527338647
eth,1988,10908935749
eth,1989,11476584879
eth,1990,12175166763
eth,1991,13463868357
eth,1992,10492993078
eth,1993,8830712714
eth,1994,6927950565
eth,1995,7663984568
eth,1996,8547939731
eth,1997,8589211390
eth,1998,7818224906
eth,1999,7700833482
eth,2000,8242392104
eth,2001,8231326016
eth,2002,7850809498
eth,2003,8623691300
eth,2004,10131187261
eth,2005,12401139454
eth,2006,15280861835
eth,2007,19707616773
eth,2008,27066912635
eth,2009,32437389116
eth,2010,29933790334
eth,2011,31952763089
eth,2012,43310721414
eth,2013,47648211133
eth,2014,55612228234
eth,2015,64589334979
eth,2016,74296618481
eth,2017,81770791971
eth,2018,84269348327
eth,2019,95912590628
eth,2020,107645054312
fin,1960,5224102196
fin,1961,5921659485
fin,1962,6340580854
fin,1963,6885920329
fin,1964,7766655086
fin,1965,8589340019
fin,1966,9208524505
fin,1967,9368954010
fin,1968,8823033880
fin,1969,10070766721
fin,1970,11357516988
fin,1971,12527405513
fin,1972,14743186120
fin,1973,19472363467
fin,1974,24848821490
fin,1975,29472623242
fin,1976,31849513771
fin,1977,33499799321
fin,1978,36256160289
fin,1979,44465255686
fin,1980,53645202423
fin,1981,52448332874
fin,1982,52797582336
fin,1983,50973526900
fin,1984,52888800950
fin,1985,55875863392
fin,1986,73531550551
fin,1987,91594751792
fin,1988,109058990760
fin,1989,119012054870
fin,1990,141438345514
fin,1991,127773856786
fin,1992,112532519246
fin,1993,89214114708
fin,1994,103299943085
fin,1995,134189814815
fin,1996,132129174217
fin,1997,126912152102
fin,1998,134038718291
fin,1999,135218410398
fin,2000,125706651926
fin,2001,129421029083
fin,2002,139738377564
fin,2003,171274266366
fin,2004,197116960517
fin,2005,204809103345
fin,2006,216907539832
fin,2007,256052559540
fin,2008,284553976857
fin,2009,252496526813
fin,2010,249181190476
fin,2011,275243697751
fin,2012,258304834622
fin,2013,271285280621
fin,2014,274497230803
fin,2015,234440080998
fin,2016,240607907010
fin,2017,255016517538
fin,2018,275580448365
fin,2019,268508200125
fin,2020,269594831988
fji,1960,112328422
fji,1961,116987785
fji,1962,122906435
fji,1963,129454729
fji,1964,140032741
fji,1965,147084750
fji,1966,150603926
fji,1967,162625886
fji,1968,166952937
fji,1969,182182068
fji,1970,219878482
fji,1971,247749328
fji,1972,316650509
fji,1973,425963359
fji,1974,558589871
fji,1975,684268281
fji,1976,694552412
fji,1977,719533137
fji,1978,829239490
fji,1979,1019743927
fji,1980,1202567359
fji,1981,1235665809
fji,1982,1194122694
fji,1983,1123107276
fji,1984,1177997414
fji,1985,1141123440
fji,1986,1290228617
fji,1987,1177908192
fji,1988,1109976928
fji,1989,1182686577
fji,1990,1337024782
fji,1991,1383843860
fji,1992,1532401863
fji,1993,1636074718
fji,1994,1825763268
fji,1995,1970347721
fji,1996,2128696644
fji,1997,2090184941
fji,1998,1653160862
fji,1999,1936484565
fji,2000,1678239218
fji,2001,1652464201
fji,2002,1833279985
fji,2003,2300453634
fji,2004,2708078477
fji,2005,2980484920
fji,2006,3076305453
fji,2007,3378314600
fji,2008,3523185920
fji,2009,2870624636
fji,2010,3140508836
fji,2011,3774530616
fji,2012,3972012571
fji,2013,4190143206
fji,2014,4856963230
fji,2015,4682546863
fji,2016,4930204230
fji,2017,5353404422
fji,2018,5581371848
fji,2019,5496264766
fji,2020,4533883782
fra,1960,62225478001
fra,1961,67461644222
fra,1962,75607529810
fra,1963,84759195106
fra,1964,94007851047
fra,1965,101537248148
fra,1966,110045852178
fra,1967,118972977486
fra,1968,129785441507
fra,1969,141903068680
fra,1970,148456359986
fra,1971,165966615366
fra,1972,203494148244
fra,1973,264429876252
fra,1974,285552373159
fra,1975,360832186018
fra,1976,372319038514
fra,1977,410279486494
fra,1978,506707848837
fra,1979,613953129818
fra,1980,701288419745
fra,1981,615552202776
fra,1982,584877732309
fra,1983,559869179792
fra,1984,530683779929
fra,1985,553138414367
fra,1986,771470783218
fra,1987,934173305686
fra,1988,1018847043277
fra,1989,1025211803414
fra,1990,1269179616914
fra,1991,1269276828276
fra,1992,1401465923172
fra,1993,1322815612694
fra,1994,1393982750473
fra,1995,1601094756210
fra,1996,1605675086550
fra,1997,1452884917959
fra,1998,1503108739159
fra,1999,1492647560196
fra,2000,1362248940483
fra,2001,1376465324385
fra,2002,1494286655374
fra,2003,1840480812641
fra,2004,2115742488205
fra,2005,2196126103718
fra,2006,2318593651988
fra,2007,2657213249384
fra,2008,2918382891460
fra,2009,2690222283968
fra,2010,2642609548930
fra,2011,2861408170265
fra,2012,2683825225093
fra,2013,2811077725704
fra,2014,2852165760630
fra,2015,2438207896252
fra,2016,2471285607082
fra,2017,2588740901640
fra,2018,2789593979065
fra,2019,2728870246706
fra,2020,2630317731455
fsm,1983,106500000
fsm,1986,112210000
fsm,1987,116700000
fsm,1988,124700000
fsm,1989,135200000
fsm,1990,147200000
fsm,1991,166200000
fsm,1992,178100000
fsm,1993,198400000
fsm,1994,202500000
fsm,1995,221575300
fsm,1996,218534700
fsm,1997,206626300
fsm,1998,218873100
fsm,1999,220140500
fsm,2000,233271800
fsm,2001,240970900
fsm,2002,242517200
fsm,2003,245432900
fsm,2004,240236000
fsm,2005,250281900
fsm,2006,253541900
fsm,2007,256787200
fsm,2008,263145100
fsm,2009,280284600
fsm,2010,296944100
fsm,2011,311301600
fsm,2012,327248700
fsm,2013,317214400
fsm,2014,319271200
fsm,2015,316489900
fsm,2016,332265200
fsm,2017,366666800
fsm,2018,401932300
fsm,2019,408057100
fsm,2020,410083600
gab,1960,141468978
gab,1961,167637908
gab,1962,182796536
gab,1963,154480244
gab,1964,215679855
gab,1965,226474286
gab,1966,245849782
gab,1967,271543680
gab,1968,294468565
gab,1969,318124701
gab,1970,323802475
gab,1971,381687073
gab,1972,430508358
gab,1973,722780701
gab,1974,1544216004
gab,1975,2157592937
gab,1976,3009409971
gab,1977,2809349074
gab,1978,2389479269
gab,1979,3030251116
gab,1980,4279637934
gab,1981,3862269127
gab,1982,3618007844
gab,1983,3391275731
gab,1984,3561451562
gab,1985,3339914759
gab,1986,3403638194
gab,1987,3281797039
gab,1988,3834503378
gab,1989,4186411457
gab,1990,5952293766
gab,1991,5402919957
gab,1992,5592390849
gab,1993,4378645081
gab,1994,4190819314
gab,1995,4958845906
gab,1996,5694040337
gab,1997,5326816859
gab,1998,4483417120
gab,1999,4662992036
gab,2000,5080483464
gab,2001,5023265365
gab,2002,5335451308
gab,2003,6511903657
gab,2004,7770219480
gab,2005,9582783318
gab,2006,10327598801
gab,2007,12455410056
gab,2008,15571349776
gab,2009,12113699661
gab,2010,14372591916
gab,2011,18210308748
gab,2012,17170465294
gab,2013,17595745653
gab,2014,18203968002
gab,2015,14383107714
gab,2016,14023890620
gab,2017,14929488771
gab,2018,16867325127
gab,2019,16874405840
gab,2020,15316826192
gbr,1960,73233967692
gbr,1961,77741965703
gbr,1962,81247564157
gbr,1963,86561961812
gbr,1964,94407558351
gbr,1965,101824755079
gbr,1966,108572752102
gbr,1967,113116888211
gbr,1968,107759910068
gbr,1969,116464702803
gbr,1970,130671946244
gbr,1971,148113896325
gbr,1972,169965034965
gbr,1973,192537971583
gbr,1974,206131369799
gbr,1975,241756637168
gbr,1976,232614555256
gbr,1977,263066457352
gbr,1978,335883029722
gbr,1979,438994070309
gbr,1980,564947710899
gbr,1981,540765675241
gbr,1982,515048916841
gbr,1983,489618008186
gbr,1984,461487097632
gbr,1985,489285164271
gbr,1986,601452653181
gbr,1987,745162608269
gbr,1988,910122732124
gbr,1989,926884816754
gbr,1990,1093169389205
gbr,1991,1142797178131
gbr,1992,1179659529660
gbr,1993,1061388722256
gbr,1994,1140489745944
gbr,1995,1346422597444
gbr,1996,1421514820593
gbr,1997,1559569417158
gbr,1998,1653391851606
gbr,1999,1685762821550
gbr,2000,1662127402028
gbr,2001,1643908161796
gbr,2002,1784076738609
gbr,2003,2057093877551
gbr,2004,2421814353717
gbr,2005,2544829090909
gbr,2006,2717059797608
gbr,2007,3106182472989
gbr,2008,2938882352941
gbr,2009,2425798410967
gbr,2010,2491110093454
gbr,2011,2674891473844
gbr,2012,2719158341006
gbr,2013,2803291406030
gbr,2014,3087165602963
gbr,2015,2956573778738
gbr,2016,2722851958486
gbr,2017,2699016715111
gbr,2018,2900791442554
gbr,2019,2878673912414
gbr,2020,2759804061837
geo,1990,7753540784
geo,1993,2688016393
geo,1994,2514070772
geo,1995,2693768413
geo,1996,3095047604
geo,1997,3510520231
geo,1998,3613541517
geo,1999,2800049395
geo,2000,3057475335
geo,2001,3219488664
geo,2002,3395728014
geo,2003,3991284895
geo,2004,5125365192
geo,2005,6410823633
geo,2006,7745394293
geo,2007,10172882371
geo,2008,12795076469
geo,2009,10766836277
geo,2010,12243505583
geo,2011,15107441447
geo,2012,16488403076
geo,2013,17189551521
geo,2014,17627003455
geo,2015,14953950557
geo,2016,15141758567
geo,2017,16242916916
geo,2018,17599700091
geo,2019,17477255562
geo,2020,15846489611
gha,1960,1217230038
gha,1961,1302674264
gha,1962,1382515590
gha,1963,1540797517
gha,1964,1731296119
gha,1965,2053462872
gha,1966,2126300573
gha,1967,1747187539
gha,1968,1666910166
gha,1969,1962051319
gha,1970,2215029450
gha,1971,2417107708
gha,1972,2112292945
gha,1973,2465492958
gha,1974,2894409938
gha,1975,2810106383
gha,1976,2765254237
gha,1977,3189428571
gha,1978,3662478185
gha,1979,4020227920
gha,1980,4445228216
gha,1981,4222441615
gha,1982,4035994398
gha,1983,4057275043
gha,1984,4412279843
gha,1985,4504342149
gha,1986,5727602645
gha,1987,5074829932
gha,1988,5197840979
gha,1989,5251764264
gha,1990,5889174825
gha,1991,6596546196
gha,1992,6413901602
gha,1993,5966255778
gha,1994,5444560669
gha,1995,6465137615
gha,1996,6934984709
gha,1997,6891308594
gha,1998,7480968858
gha,1999,7719354839
gha,2000,4983024408
gha,2001,5314909954
gha,2002,6166330136
gha,2003,7632406553
gha,2004,8881368538
gha,2005,10744675210
gha,2006,20440893017
gha,2007,24827844950
gha,2008,28678701891
gha,2009,26048108185
gha,2010,32197272797
gha,2011,39337314810
gha,2012,41270954737
gha,2013,62823043706
gha,2014,54782847753
gha,2015,49406568433
gha,2016,56165172899
gha,2017,60406382899
gha,2018,67299280680
gha,2019,68337537816
gha,2020,68532281806
gin,1986,1995186721
gin,1987,2041538040
gin,1988,2384295982
gin,1989,2432029434
gin,1990,2666750686
gin,1991,3015058139
gin,1992,3284620543
gin,1993,3279096606
gin,1994,3383092828
gin,1995,3693710533
gin,1996,3868968302
gin,1997,3783700462
gin,1998,3588375477
gin,1999,3461282543
gin,2000,2995361141
gin,2001,2829435957
gin,2002,2950198649
gin,2003,3446441698
gin,2004,3635458133
gin,2005,2937071767
gin,2006,4220019243
gin,2007,6281917656
gin,2008,6964179194
gin,2009,6716904569
gin,2010,6853467858
gin,2011,6785137173
gin,2012,7638045254
gin,2013,8376613843
gin,2014,8778473615
gin,2015,8794202444
gin,2016,8595955581
gin,2017,10324668267
gin,2018,11857030337
gin,2019,13513809258
gin,2020,15681050917
gmb,1966,44212354
gmb,1967,46695363
gmb,1968,41160659
gmb,1969,45168723
gmb,1970,52296837
gmb,1971,55728609
gmb,1972,59161545
gmb,1973,75187970
gmb,1974,95797533
gmb,1975,115182522
gmb,1976,112189468
gmb,1977,138094243
gmb,1978,171836793
gmb,1979,207114383
gmb,1980,241080709
gmb,1981,218764446
gmb,1982,216051496
gmb,1983,213446563
gmb,1984,177338802
gmb,1985,225724852
gmb,1986,185646209
gmb,1987,220626484
gmb,1988,266673126
gmb,1989,284119692
gmb,1990,317083374
gmb,1991,690314321
gmb,1992,714255461
gmb,1993,755042548
gmb,1994,746491693
gmb,1995,785996982
gmb,1996,848237109
gmb,1997,803630743
gmb,1998,840285265
gmb,1999,814723460
gmb,2000,782915402
gmb,2001,687408805
gmb,2002,578236035
gmb,2003,487038822
gmb,2004,961900107
gmb,2005,1027702254
gmb,2006,1054113427
gmb,2007,1279704745
gmb,2008,1561763437
gmb,2009,1450140386
gmb,2010,1543292393
gmb,2011,1409694554
gmb,2012,1415006238
gmb,2013,1375608956
gmb,2014,1229460602
gmb,2015,1378176868
gmb,2016,1484579844
gmb,2017,1504909753
gmb,2018,1670670669
gmb,2019,1812529105
gmb,2020,1868086275
gnb,1970,78733595
gnb,1971,78540057
gnb,1972,87702829
gnb,1973,89374237
gnb,1974,98775329
gnb,1975,108985740
gnb,1976,112386489
gnb,1977,114971207
gnb,1978,122666859
gnb,1979,118537875
gnb,1980,110653831
gnb,1981,154731970
gnb,1982,165523635
gnb,1983,163577538
gnb,1984,138478901
gnb,1985,143856253
gnb,1986,130225019
gnb,1987,173836362
gnb,1988,164458120
gnb,1989,213143016
gnb,1990,243961996
gnb,1991,257150374
gnb,1992,226313444
gnb,1993,236880822
gnb,1994,235620044
gnb,1995,253966922
gnb,1996,270419779
gnb,1997,268550998
gnb,1998,206457544
gnb,1999,224446664
gnb,2000,371095510
gnb,2001,392621386
gnb,2002,417806667
gnb,2003,477458599
gnb,2004,532062927
gnb,2005,587029054
gnb,2006,592365688
gnb,2007,696910811
gnb,2008,868154709
gnb,2009,830126470
gnb,2010,849878424
gnb,2011,1099818652
gnb,2012,989271230
gnb,2013,1046087418
gnb,2014,1054915645
gnb,2015,1048229629
gnb,2016,1179004941
gnb,2017,1350177128
gnb,2018,1504630121
gnb,2019,1439638443
gnb,2020,1431758243
gnq,1962,9122751
gnq,1963,10840095
gnq,1964,12712471
gnq,1965,64748333
gnq,1966,69110000
gnq,1967,72317447
gnq,1968,67514286
gnq,1969,67225714
gnq,1970,66331429
gnq,1971,64946955
gnq,1972,65429198
gnq,1973,81203227
gnq,1974,94159863
gnq,1975,104295643
gnq,1976,103653050
gnq,1977,103987520
gnq,1980,50642881
gnq,1981,36731423
gnq,1982,44294648
gnq,1983,44442457
gnq,1984,50320914
gnq,1985,62118565
gnq,1986,76407397
gnq,1987,93345848
gnq,1988,100534663
gnq,1989,88265975
gnq,1990,112119407
gnq,1991,110906032
gnq,1992,134707184
gnq,1993,136047896
gnq,1994,100807002
gnq,1995,141853368
gnq,1996,232463036
gnq,1997,442337849
gnq,1998,370687619
gnq,1999,621117886
gnq,2000,1045998496
gnq,2001,1461139022
gnq,2002,1806742742
gnq,2003,2484745935
gnq,2004,4410764339
gnq,2005,8217369093
gnq,2006,10086528699
gnq,2007,13071718759
gnq,2008,19749893536
gnq,2009,15027795173
gnq,2010,16314443429
gnq,2011,21357343682
gnq,2012,22388344124
gnq,2013,21948834290
gnq,2014,21765453087
gnq,2015,13185496881
gnq,2016,11240808847
gnq,2017,12200913888
gnq,2018,13097012189
gnq,2019,11417278045
gnq,2020,10021856754
grc,1960,4335186017
grc,1961,4961400439
grc,1962,5213047711
grc,1963,5895278024
grc,1964,6669673257
grc,1965,7689154053
grc,1966,8591517944
grc,1967,9275600800
grc,1968,10090675903
grc,1969,11615657031
grc,1970,13139863636
grc,1971,14591750000
grc,1972,16885511364
grc,1973,22347848101
grc,1974,25351306818
grc,1975,28525876727
grc,1976,31152835821
grc,1977,36176234968
grc,1978,44270204082
grc,1979,54481876725
grc,1980,56829664269
grc,1981,52346506765
grc,1982,54617989796
grc,1983,49428873839
grc,1984,48020024184
grc,1985,47820851221
grc,1986,56379593476
grc,1987,65652750377
grc,1988,76261277925
grc,1989,79169043223
grc,1990,97891092003
grc,1991,105143232380
grc,1992,116224672864
grc,1993,108809059156
grc,1994,116601801966
grc,1995,136878365936
grc,1996,145861612401
grc,1997,143157600150
grc,1998,144428172489
grc,1999,142540728745
grc,2000,130133845587
grc,2001,136191353915
grc,2002,153830946734
grc,2003,201924269752
grc,2004,240521261485
grc,2005,247783002114
grc,2006,273317736796
grc,2007,318497937312
grc,2008,354460802695
grc,2009,330000251459
grc,2010,296835346570
grc,2011,282625610892
grc,2012,242043151399
grc,2013,238839788899
grc,2014,235144949471
grc,2015,195604846736
grc,2016,193017030650
grc,2017,199350781053
grc,2018,211945897765
grc,2019,205144152831
grc,2020,188835201626
grd,1977,71494495
grd,1978,88322386
grd,1979,102244362
grd,1980,110900457
grd,1981,115651919
grd,1982,125435590
grd,1983,131803552
grd,1984,145533311
grd,1985,167728455
grd,1986,187589523
grd,1987,215009570
grd,1988,236357524
grd,1989,267327642
grd,1990,278098763
grd,1991,300757889
grd,1992,310160444
grd,1993,309812185
grd,1994,325111815
grd,1995,342172519
grd,1996,366911444
grd,1997,392190593
grd,1998,445903593
grd,1999,482009370
grd,2000,520044370
grd,2001,520444185
grd,2002,540336926
grd,2003,591018407
grd,2004,599118593
grd,2005,695555556
grd,2006,698700667
grd,2007,758683593
grd,2008,825976037
grd,2009,771275556
grd,2010,771013259
grd,2011,778655926
grd,2012,799882259
grd,2013,842620111
grd,2014,911497407
grd,2015,997007926
grd,2016,1061640741
grd,2017,1125685185
grd,2018,1166523556
grd,2019,1212694407
grd,2020,1042100556
gtm,1960,1043599900
gtm,1961,1076699900
gtm,1962,1143600000
gtm,1963,1262800000
gtm,1964,1299099900
gtm,1965,1331399900
gtm,1966,1390700000
gtm,1967,1453500000
gtm,1968,1610500000
gtm,1969,1715399900
gtm,1970,1904000000
gtm,1971,1984800000
gtm,1972,2101300000
gtm,1973,2569200100
gtm,1974,3161499900
gtm,1975,3645900000
gtm,1976,4365300200
gtm,1977,5480500200
gtm,1978,6070600200
gtm,1979,6902600200
gtm,1980,7878700000
gtm,1981,8607500300
gtm,1982,8716999700
gtm,1983,9050000400
gtm,1984,9470000100
gtm,1985,9721652087
gtm,1986,7231963516
gtm,1987,7084399840
gtm,1988,7841602824
gtm,1989,8410724361
gtm,1990,7650125217
gtm,1991,9406097735
gtm,1992,10440842165
gtm,1993,11399942453
gtm,1994,12983235568
gtm,1995,14655404433
gtm,1996,15674835615
gtm,1997,17790026222
gtm,1998,19395491993
gtm,1999,18318412251
gtm,2000,19288827159
gtm,2001,18405203853
gtm,2002,20444205991
gtm,2003,21576351799
gtm,2004,23577286227
gtm,2005,26783543667
gtm,2006,29744368111
gtm,2007,33567868323
gtm,2008,38503862831
gtm,2009,37125943565
gtm,2010,40676432029
gtm,2011,46876114650
gtm,2012,49593961142
gtm,2013,52996540704
gtm,2014,57852399964
gtm,2015,62186186576
gtm,2016,66053725049
gtm,2017,71654134379
gtm,2018,73208583759
gtm,2019,77020015201
gtm,2020,77604632171
guy,1960,170215248
guy,1961,185848451
guy,1962,194948375
guy,1963,175756869
guy,1964,194773377
guy,1965,213235294
guy,1966,228705882
guy,1967,250176471
guy,1968,229750000
guy,1969,249300000
guy,1970,267800000
guy,1971,282050000
guy,1972,285380952
guy,1973,307047619
guy,1974,433954545
guy,1975,494791667
guy,1976,454440000
guy,1977,449880000
guy,1978,507080000
guy,1979,530440000
guy,1980,603200000
guy,1981,570357107
guy,1982,482000000
guy,1983,489333333
guy,1984,437631605
guy,1985,453488372
guy,1986,504651140
guy,1987,354591847
guy,1988,413799990
guy,1989,379779390
guy,1990,396582263
guy,1991,348533095
guy,1992,373573141
guy,1993,454101382
guy,1994,540874934
guy,1995,621626786
guy,1996,705406001
guy,1997,749138010
guy,1998,717530683
guy,1999,694754988
